TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2021,11,19,7,41,E BROADWAY AVE / NANAIMO ST,Grandview-Woodland,495882.5349,5456597.9017
Other Theft,2021,1,26,12,1,E BROADWAY AVE / ST GEORGE ST,Mount Pleasant,493233.5507,5456642.1552
Other Theft,2021,8,12,22,0,E CORDOVA ST / GORE AVE,Strathcona,492902.2752,5458837.7713
Other Theft,2021,9,18,19,46,E CORDOVA ST / GORE AVE,Strathcona,492902.2752,5458837.7713
Other Theft,2021,5,20,16,56,E CORDOVA ST / MAIN ST,Strathcona,492754.0167,5458842.0558
Other Theft,2021,4,24,15,15,E GEORGIA ST / MAIN ST,Strathcona,492743.2453,5458428.5255
Other Theft,2021,10,22,1,0,E GEORGIA ST / MAIN ST,Strathcona,492743.2453,5458428.5255
Other Theft,2021,5,12,11,32,E HASTINGS ST / GARDEN DR,Grandview-Woodland,495793.3959,5458714.5678
Other Theft,2021,1,22,9,40,E HASTINGS ST / GORE AVE,Strathcona,492911.3553,5458733.3368
Other Theft,2021,3,14,10,14,E HASTINGS ST / KASLO ST,Hastings-Sunrise,496606.4644,5458712.2049
Other Theft,2021,11,6,22,0,E HASTINGS ST / KOOTENAY ST,Hastings-Sunrise,498129.7266,5458709.2414
Other Theft,2021,5,31,2,54,E HASTINGS ST / MAIN ST,Strathcona,492749.7912,5458737.3828
Other Theft,2021,4,13,15,0,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.3828
Other Theft,2021,5,5,17,40,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.3828
Other Theft,2021,8,10,21,0,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.3828
Other Theft,2021,8,25,14,30,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.3828
Other Theft,2021,9,17,13,56,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.3828
Other Theft,2021,10,22,14,0,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.3828
Other Theft,2021,12,3,12,0,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.3828
Other Theft,2021,4,21,20,10,E HASTINGS ST / MCLEAN DR,Grandview-Woodland,494609.4772,5458731.1317
Other Theft,2021,6,21,18,22,E HASTINGS ST / MCLEAN DR,Grandview-Woodland,494609.4772,5458731.1317
Other Theft,2021,10,31,17,16,E HASTINGS ST / MCLEAN DR,Grandview-Woodland,494609.4772,5458731.1317
Other Theft,2021,6,20,19,0,E HASTINGS ST / NANAIMO ST,Grandview-Woodland,495887.5446,5458714.2743
Other Theft,2021,3,10,15,0,E HASTINGS ST / PRINCESS AVE,Strathcona,493347.6087,5458719.8513
Other Theft,2021,12,6,13,0,E HASTINGS ST / PRINCESS AVE,Strathcona,493347.6087,5458719.8513
Other Theft,2021,5,29,14,0,E HASTINGS ST / RENFREW ST,Hastings-Sunrise,496797.3878,5458712.2127
Other Theft,2021,9,7,12,15,E PENDER ST / MAIN ST,Strathcona,492748.7551,5458629.982
Other Theft,2021,10,29,17,5,E PENDER ST / MAIN ST,Strathcona,492748.7551,5458629.982
Other Theft,2021,8,2,20,13,E PENDER ST / SEMLIN DR,Grandview-Woodland,495370.2025,5458611.4413
Other Theft,2021,7,13,13,0,E PENDER ST / VICTORIA DR,Grandview-Woodland,495229.7805,5458611.8948
Other Theft,2021,11,28,18,0,EAST BLVD / W 66TH AVE,Marpole,489393.8944,5450972.9787
Other Theft,2021,3,23,11,31,FRENCH ST / W 71ST AVE,Marpole,489856.1407,5450482.1951
Other Theft,2021,1,13,16,15,GARIBALDI DR / KOKANEE PL,Killarney,497947.988,5451619.6339
Other Theft,2021,7,9,18,42,GLADSTONE ST / SOUTHSIDE DR,Victoria-Fraserview,495461.8034,5450562.5312
Other Theft,2021,9,22,19,15,GORE AVE / POWELL ST,Strathcona,492893.5324,5458938.3811
Other Theft,2021,10,18,5,15,GRANVILLE ST / HELMCKEN ST,Central Business District,490936.8721,5458390.3175
Other Theft,2021,9,25,0,0,GRANVILLE ST / NELSON ST,Central Business District,491050.9496,5458506.9491
Other Theft,2021,10,15,12,43,GRANVILLE ST / NELSON ST,Central Business District,491050.9496,5458506.9491
Other Theft,2021,10,18,2,0,GRANVILLE ST / NELSON ST,Central Business District,491050.9496,5458506.9491
Other Theft,2021,10,31,1,0,GRANVILLE ST / NELSON ST,Central Business District,491050.9496,5458506.9491
Other Theft,2021,11,21,2,30,GRANVILLE ST / NELSON ST,Central Business District,491050.9496,5458506.9491
Other Theft,2021,11,29,14,40,GRANVILLE ST / NELSON ST,Central Business District,491050.9496,5458506.9491
Other Theft,2021,12,5,3,25,GRANVILLE ST / NELSON ST,Central Business District,491050.9496,5458506.9491
Other Theft,2021,5,13,2,17,GRANVILLE ST / NELSON ST,Central Business District,491050.9499,5458506.949
Other Theft,2021,1,28,17,46,GRANVILLE ST / ROBSON ST,Central Business District,491285.8782,5458741.8428
Other Theft,2021,8,29,18,0,GRANVILLE ST / ROBSON ST,Central Business District,491285.8782,5458741.8428
Other Theft,2021,12,22,17,0,GRANVILLE ST / ROBSON ST,Central Business District,491285.8782,5458741.8428
Other Theft,2021,1,3,22,0,GRANVILLE ST / SMITHE ST,Central Business District,491170.9319,5458626.0415
Other Theft,2021,2,17,13,0,GRANVILLE ST / SMITHE ST,Central Business District,491170.9319,5458626.0415
Other Theft,2021,10,29,2,0,GRANVILLE ST / SMITHE ST,Central Business District,491170.9319,5458626.0415
Other Theft,2021,11,8,2,0,GRANVILLE ST / SMITHE ST,Central Business District,491170.9319,5458626.0415
Other Theft,2021,9,17,14,11,GRANVILLE ST / W 46TH AVE,Kerrisdale,489828.921,5452999.3632
Other Theft,2021,11,9,20,0,GRANVILLE ST / W 63RD AVE,Marpole,489778.0993,5451254.8465
Other Theft,2021,4,27,8,50,GRANVILLE ST / W 67TH AVE,Marpole,489770.6985,5450908.9442
Other Theft,2021,12,22,15,45,GRANVILLE ST / W BROADWAY AVE,Fairview,489918.7795,5456767.6951
Other Theft,2021,2,4,15,42,GRANVILLE ST / W GEORGIA ST,Central Business District,491408.2275,5458864.9388
Other Theft,2021,3,18,9,20,GRANVILLE ST / W GEORGIA ST,Central Business District,491408.2275,5458864.9388
Other Theft,2021,6,13,19,0,GRANVILLE ST / W GEORGIA ST,Central Business District,491408.2275,5458864.9388
Other Theft,2021,6,15,16,16,GRANVILLE ST / W GEORGIA ST,Central Business District,491408.2275,5458864.9388
Other Theft,2021,7,18,22,19,GRANVILLE ST / W GEORGIA ST,Central Business District,491408.2275,5458864.9388
Other Theft,2021,10,15,23,30,GRANVILLE ST / W GEORGIA ST,Central Business District,491408.2275,5458864.9388
Other Theft,2021,11,13,16,46,GRANVILLE ST / W GEORGIA ST,Central Business District,491408.2275,5458864.9388
Other Theft,2021,12,5,21,20,GRANVILLE ST / W GEORGIA ST,Central Business District,491408.2275,5458864.9388
Other Theft,2021,2,9,0,0,GRANVILLE ST / W HASTINGS ST,Central Business District,491720.698,5459179.6513
Other Theft,2021,7,11,18,0,GRANVILLE ST / W HASTINGS ST,Central Business District,491720.698,5459179.6513
Other Theft,2021,1,27,18,1,GRANVILLE ST / W PENDER ST,Central Business District,491647.8262,5459106.3331
Other Theft,2021,1,29,16,15,GRANVILLE ST / W PENDER ST,Central Business District,491647.8262,5459106.3331
Other Theft,2021,6,15,20,30,GRANVILLE ST / W PENDER ST,Central Business District,491647.8262,5459106.3331
Other Theft,2021,7,8,14,28,HAMILTON ST / ROBSON ST,Central Business District,491566.3725,5458460.3764
Other Theft,2021,7,22,19,45,HAMILTON ST / W HASTINGS ST,Central Business District,492002.8337,5458896.8149
Other Theft,2021,2,1,15,18,HEATHER ST / MCGUIGAN AVE,South Cambie,491214.4958,5454122.4867
Other Theft,2021,9,13,14,19,HEATHER ST / SW MARINE DR,Marpole,490933.4019,5450487.1327
Other Theft,2021,7,19,4,38,HEATHER ST / W 64TH AVE,Marpole,490964.2297,5451070.6004
Other Theft,2021,8,21,22,27,HEATHER ST / W 6TH AVE,Fairview,491285.3013,5457018.941
Other Theft,2021,7,11,13,40,HEATHER ST / W BROADWAY AVE,Fairview,491276.9099,5456732.5899
Other Theft,2021,1,20,18,0,HELMCKEN ST / HOMER ST,Central Business District,491149.8018,5458177.6121
Other Theft,2021,8,15,21,57,HELMCKEN ST / HOWE ST,Central Business District,490862.9332,5458462.1451
Other Theft,2021,5,25,13,30,HELMCKEN ST / MAINLAND ST,Central Business District,491233.395,5458097.7576
Other Theft,2021,7,9,11,0,HELMCKEN ST / SEYMOUR ST,Central Business District,491008.8955,5458315.7704
Other Theft,2021,1,13,16,30,HEMLOCK ST / W 6TH AVE,Fairview,490101.2026,5457051.883
Other Theft,2021,3,4,20,40,HOMER ST / ROBSON ST,Central Business District,491498.8757,5458530.8293
Other Theft,2021,4,19,16,0,HOMER ST / ROBSON ST,Central Business District,491498.8757,5458530.8293
Other Theft,2021,10,11,4,0,HOMER ST / SMITHE ST,Central Business District,491384.7673,5458415.9002
Other Theft,2021,2,15,14,19,HOMER ST / W PENDER ST,Central Business District,491860.1554,5458896.0571
Other Theft,2021,12,15,1,8,HOMER ST / W PENDER ST,Central Business District,491860.1554,5458896.0571
Other Theft,2021,5,17,18,45,HORNBY ST / NELSON ST,Central Business District,490909.8513,5458649.924
Other Theft,2021,8,2,2,0,HORNBY ST / NELSON ST,Central Business District,490909.8513,5458649.924
Other Theft,2021,10,11,16,9,HORNBY ST / ROBSON ST,Central Business District,491144.6329,5458883.8114
Other Theft,2021,3,27,2,0,HORNBY ST / W GEORGIA ST,Central Business District,491266.1029,5459007.3504
Other Theft,2021,10,29,16,0,HORNBY ST / W HASTINGS ST,Central Business District,491576.8378,5459323.6358
Other Theft,2021,5,14,8,12,HOWE ST / NELSON ST,Central Business District,490978.3731,5458580.1292
Other Theft,2021,8,16,13,20,HOWE ST / NELSON ST,Central Business District,490978.3731,5458580.1292
Other Theft,2021,5,14,23,26,HOWE ST / ROBSON ST,Central Business District,491211.4752,5458814.3891
Other Theft,2021,8,6,13,0,HOWE ST / ROBSON ST,Central Business District,491211.4752,5458814.3891
Other Theft,2021,12,17,22,0,HOWE ST / ROBSON ST,Central Business District,491211.4752,5458814.3891
Other Theft,2021,7,8,17,48,HOWE ST / W GEORGIA ST,Central Business District,491334.3343,5458937.8606
Other Theft,2021,3,3,0,47,HOWE ST / W PENDER ST,Central Business District,491575.3026,5459176.0034
Other Theft,2021,11,28,11,0,HOWE ST / W PENDER ST,Central Business District,491575.3026,5459176.0034
Other Theft,2021,10,3,23,0,HUDSON ST / SW MARINE DR,Marpole,490180.7389,5450031.2929
Other Theft,2021,6,21,15,0,HUDSON ST / W 41ST AVE,Oakridge,490184.8747,5453497.1372
Other Theft,2021,6,26,6,18,HUDSON ST / W 70TH AVE,Marpole,490196.5192,5450646.8439
Other Theft,2021,5,6,0,26,JERVIS ST / NELSON ST,West End,490420.3444,5459135.3051
Other Theft,2021,4,18,13,25,JERVIS ST / W GEORGIA ST,West End,490773.7936,5459495.0505
Other Theft,2021,9,2,23,43,JOYCE ST / KINGSWAY AVE,Renfrew-Collingwood,497384.3161,5453488.0778
Other Theft,2021,5,30,19,24,JOYCE ST / KINGSWAY AVE,Renfrew-Collingwood,497384.3166,5453488.0782
Other Theft,2021,1,26,13,0,KEEFER ST / MAIN ST,Strathcona,492745.8377,5458530.0655
Other Theft,2021,5,10,9,0,KEEFER ST / MAIN ST,Strathcona,492745.8377,5458530.0655
Other Theft,2021,8,17,7,0,KEEFER ST / MAIN ST,Strathcona,492745.8377,5458530.0655
Other Theft,2021,9,27,19,0,KEEFER ST / MAIN ST,Strathcona,492745.8377,5458530.0655
Other Theft,2021,8,25,14,0,KINGSWAY AVE / ORMIDALE ST,Killarney,498174.3038,5453272.068
Other Theft,2021,6,5,11,0,KINGSWAY AVE / SIDNEY ST,Kensington-Cedar Cottage,495358.9026,5454638.3763
Other Theft,2021,5,25,17,0,KINGSWAY AVE / SLOCAN ST,Renfrew-Collingwood,496064.4396,5454138.4622
Other Theft,2021,8,6,16,32,KINGSWAY AVE / VICTORIA DR,Kensington-Cedar Cottage,495256.4699,5454709.8237
Other Theft,2021,11,10,2,30,KINGSWAY AVE / VICTORIA DR,Kensington-Cedar Cottage,495256.4699,5454709.8237
Other Theft,2021,8,16,0,5,LAUREL ST / W 24TH AVE,South Cambie,490925.8978,5455272.4665
Other Theft,2021,10,29,18,0,MACDONALD ST / W 16TH AVE,Arbutus Ridge,487747.2653,5456105.2637
Other Theft,2021,4,23,18,26,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765.4983,5456826.6138
Other Theft,2021,6,27,8,30,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765.4983,5456826.6138
Other Theft,2021,8,3,13,0,MAIN ST / NATIONAL AVE,Central Business District,492726.4871,5458024.673
Other Theft,2021,8,18,9,18,MAIN ST / POWELL ST,Strathcona,492759.2545,5458942.4695
Other Theft,2021,10,11,0,30,MAIN ST / POWELL ST,Strathcona,492759.2547,5458942.4691
Other Theft,2021,2,3,14,28,MAIN ST / TERMINAL AVE,Mount Pleasant,492718.245,5457784.5797
Other Theft,2021,11,15,0,0,MAIN ST / TERMINAL AVE,Mount Pleasant,492718.245,5457784.5797
Other Theft,2021,11,16,8,0,MANITOBA ST / W 17TH AVE,Riley Park,492202.8747,5455886.604
Other Theft,2021,8,31,9,15,MAPLE ST / W BROADWAY AVE,Kitsilano,489047.1283,5456790.784
Other Theft,2021,4,24,19,18,MAPLE ST / W BROADWAY AVE,Kitsilano,489047.1288,5456790.7841
Other Theft,2021,7,12,14,15,MARGUERITE ST / W 45TH AVE,Kerrisdale,489454.4715,5453112.3717
Other Theft,2021,9,3,13,56,NELSON ST / SEYMOUR ST,Central Business District,491125.6598,5458434.4889
Other Theft,2021,11,6,11,51,NELSON ST / SEYMOUR ST,Central Business District,491125.6598,5458434.4889
Other Theft,2021,6,15,12,30,NELSON ST / THURLOW ST,West End,490687.3284,5458867.5356
Other Theft,2021,8,23,8,0,NELSON ST / THURLOW ST,West End,490687.3284,5458867.5356
Other Theft,2021,8,25,20,0,NELSON ST / THURLOW ST,West End,490687.3284,5458867.5356
Other Theft,2021,12,30,12,0,NICOLA ST / W PENDER ST,Central Business District,490618.1057,5459706.9282
Other Theft,2021,11,3,10,39,OAK ST / PARK DR,Marpole,490530.6381,5451304.7953
Other Theft,2021,7,31,12,0,OAK ST / W 49TH AVE,Oakridge,490658.6896,5452647.9527
Other Theft,2021,10,12,20,34,OAK ST / W 70TH AVE,Marpole,490512.4435,5450639.3652
Other Theft,2021,12,15,7,45,OAK ST / W 8TH AVE,Fairview,490790.3051,5456848.2444
Other Theft,2021,5,10,13,15,OAK ST / W BROADWAY AVE,Fairview,490787.6818,5456745.8162
Other Theft,2021,11,17,17,30,OAK ST / W BROADWAY AVE,Fairview,490787.6818,5456745.8162
Other Theft,2021,10,11,10,0,ONTARIO ST / W 4TH AVE,Mount Pleasant,492381.6351,5457184.5807
Other Theft,2021,9,30,20,35,PACIFIC BLVD / SMITHE ST,Central Business District,491784.9354,5458021.321
Other Theft,2021,4,29,15,23,PARK DR / W 59TH AVE,Marpole,489788.9165,5451629.6464
Other Theft,2021,12,15,14,45,POWELL ST / PRINCESS AVE,Strathcona,493352.1545,5458924.4447
Other Theft,2021,8,16,10,40,QUEBEC ST / TERMINAL AVE,Central Business District,492591.8664,5457814.5756
Other Theft,2021,4,27,1,0,QUEBEC ST / UNION ST,Central Business District,492572.4803,5458325.9094
Other Theft,2021,9,24,10,31,QUEBEC ST / UNION ST,Central Business District,492572.4803,5458325.9094
Other Theft,2021,12,7,14,30,RENFREW ST / TURNER ST,Hastings-Sunrise,496793.2253,5458483.7704
Other Theft,2021,9,8,8,30,RICHARDS ST / ROBSON ST,Central Business District,491427.0972,5458601.6677
Other Theft,2021,3,15,13,0,RICHARDS ST / W HASTINGS ST,Central Business District,491861.3846,5459038.6983
Other Theft,2021,12,13,13,50,RICHARDS ST / W PENDER ST,Central Business District,491791.7544,5458968.7534
Other Theft,2021,7,16,20,0,RICHARDS ST / W PENDER ST,Central Business District,491791.7547,5458968.7535
Other Theft,2021,11,17,19,30,RIVER DISTRICT CRSS / SAWMILL CRES,Killarney,497740.6589,5450344.7741
Other Theft,2021,6,11,21,12,ROBSON ST / THURLOW ST,West End,490920.4233,5459101.6054
Other Theft,2021,2,1,16,10,SALT ST / WALTER HARDWICK AVE,Mount Pleasant,492282.8106,5457578.3293
Other Theft,2021,7,9,15,0,SELKIRK ST / W 45TH AVE,Oakridge,490283.3019,5453077.4629
Other Theft,2021,8,14,23,0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.6323,5458792.376
Other Theft,2021,11,3,9,30,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.6323,5458792.376
Other Theft,2021,12,13,17,50,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.6323,5458792.376
Other Theft,2021,6,26,18,20,SEYMOUR ST / W HASTINGS ST,Central Business District,491792.6235,5459107.6047
Other Theft,2021,11,28,12,28,SW MARINE DR / YUKON ST,Marpole,491619.4231,5450905.4341
Other Theft,2021,8,12,12,29,TAYLOR ST / W PENDER ST,Central Business District,492319.9983,5458667.0727
Other Theft,2021,7,31,6,52,THURLOW ST / W CORDOVA ST,Central Business District,491334.2612,5459516.0704
Other Theft,2021,9,20,20,39,THURLOW ST / W PENDER ST,Central Business District,491241.8486,5459422.6461
Other Theft,2021,3,20,21,0,TRAFALGAR ST / W BROADWAY AVE,Kitsilano,488021.6737,5456821.6811
Other Theft,2021,10,18,18,15,TRAFALGAR ST / W BROADWAY AVE,Kitsilano,488021.6737,5456821.6811
Other Theft,2021,12,23,16,0,VINE ST / W 4TH AVE,Kitsilano,488541.8576,5457281.4428
Other Theft,2021,11,4,14,0,W 10TH AVE / WILLOW ST,Fairview,491135.101,5456629.0499
Other Theft,2021,8,24,17,40,W 20TH AVE / WILLOW ST,South Cambie,491108.8115,5455637.0397
Other Theft,2021,6,19,0,0,W 4TH AVE / YEW ST,Kitsilano,488713.6101,5457277.2746
Other Theft,2021,12,22,21,12,W 7TH AVE / WILLOW ST,Fairview,491140.4776,5456931.6476
Other Theft,2021,9,9,15,0,W CORDOVA ST / WATER ST,Central Business District,491933.462,5459112.1543
Other Theft,2021,1,17,14,49,X ALEXANDER ST,Central Business District,492441.245,5458972.0313
Other Theft,2021,4,5,14,25,X ALEXANDER ST,Central Business District,492441.245,5458972.0313
Other Theft,2021,11,10,6,52,X ALEXANDER ST,Central Business District,492441.245,5458972.0313
Other Theft,2021,9,25,1,0,X ALEXANDER ST,Central Business District,492445.4248,5458975.2139
Other Theft,2021,7,12,18,43,X ATHLETES WAY,Mount Pleasant,492386.3148,5457648.5346
Other Theft,2021,9,1,9,15,X ATHLETES WAY,Mount Pleasant,492386.3148,5457648.5346
Other Theft,2021,9,10,19,30,X ATHLETES WAY,Mount Pleasant,492386.3148,5457648.5346
Other Theft,2021,12,15,19,0,X E 46TH AVE,Sunset,492307.0816,5452873.7953
Other Theft,2021,7,24,5,45,X E CORDOVA ST,Central Business District,492424.9863,5458861.3321
Other Theft,2021,9,21,10,0,X E KENT AVE N,Sunset,492226.1111,5450463.2493
Other Theft,2021,5,21,9,30,X KINGSWAY AVE,Mount Pleasant,492670.4907,5456861.2704
Other Theft,2021,1,2,20,30,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,1,11,11,15,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,1,18,19,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,2,2,18,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,2,5,3,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,2,5,18,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,2,10,12,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,2,13,0,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,2,14,16,47,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,2,23,13,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,3,1,12,41,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,3,3,19,40,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,3,8,0,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,3,10,0,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,3,10,22,52,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,3,12,19,30,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,3,15,10,30,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,3,19,12,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,3,23,9,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,3,25,15,20,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,3,31,6,15,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,4,2,14,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,4,5,20,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,4,8,13,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,5,5,17,54,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,5,6,12,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,5,11,13,8,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,5,17,9,10,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,5,17,14,47,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,5,19,15,36,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,5,27,15,15,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,5,28,20,30,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,6,13,16,30,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,6,19,9,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,6,26,19,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,6,28,17,20,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,6,28,22,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,7,11,13,30,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,7,13,14,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,7,19,12,4,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,8,4,12,22,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,10,28,22,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,11,1,21,24,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2021,6,5,7,20,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Other Theft,2021,7,12,18,15,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Other Theft,2021,7,17,15,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Other Theft,2021,8,7,11,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Other Theft,2021,8,9,16,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Other Theft,2021,8,12,8,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Other Theft,2021,8,25,0,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Other Theft,2021,8,29,14,13,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Other Theft,2021,9,3,13,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
