"SV_TAXONOMY","TAXONOMY_NAME","RG_REFERENCE","RG_NAME","SV_REFERENCE","SV_NAME","SV_DESCRIPTION","SL_REFERENCE","LC_REFERENCE","PHONE_NUMBER","WEBSITE","EMAIL_ADDRESS","WHEELCHAIR_ACCESSIBLE","LANGUAGE","HOURS","STREET_NUMBER","STREET_NAME","STREET_TYPE","STREET_DIRECTION","CITY","PROVINCE","POSTAL_CODE","LATITUDE","LONGITUDE","811_LINK"
"LN-9300","Walk In Medical Clinics","17655295","Ancron Medical Centre","17655296","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. It is recommended that you call before going to the clinic to confirm hours and availability. Walk-in or call to book an appointment.","17655298","17655297","2503529144","https://ancronmedical.com/walk-in-clinic/",,"Y",,"Mon 09:00 - 16:00; Tue 09:00 - 16:00; Wed 09:00 - 16:00; Thu 09:00 - 16:00; Fri 09:00 - 16:00; Sat 10:00 - 14:00; Sun 10:00 - 14:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","108-402 Baker Street","","","","Nelson","BC","V1L 4H8","49.491628","-117.294835","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655296&SiteResourceAgencyNum=17655297"
"LN-9300","Walk In Medical Clinics","17655299","Kootenay Lake Medical Clinic","17655300","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","17655302","17655301","2503524666","https://www.nelsonwalkin.com/",,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Sat 09:30 - 15:30; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 11:00 - 17:00. Closed Easter Sunday, Christmas Day, Boxing Day, and New Year's Day.","1140 Lakeside Drive","","","","Nelson","BC","V1L 5Z3","49.498677","-117.291323","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655300&SiteResourceAgencyNum=17655301"
"LN-9300","Walk In Medical Clinics","17655303","Washington Park Medical Clinic","17655304","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required.","17655306","17655305","2503349241","https://walkinmedicalclinic.com/",,"Y",,"Mon 08:30 - 16:00; Tue 08:30 - 16:00; Wed 08:30 - 16:00; Thu 08:30 - 16:00; Fri 08:30 - 16:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","757 Ryan Road","","","","Courtenay","BC","V9N 3R6","49.698026","-124.988837","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655304&SiteResourceAgencyNum=17655305"
"LN-9300","Walk In Medical Clinics","17655356","Medical Arts Centre","17655357","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required. It is recommended that you call before going to the clinic to confirm hours and availability.","17655359","17655358","2507533431","https://medicalartscentre.com/walk-in-clinic/",,"Y",,"Mon 08:00 - 21:00; Tue 08:00 - 21:00; Wed 08:00 - 21:00; Thu 08:00 - 21:00; Fri 08:00 - 21:00; Sat 09:00 - 18:00; Sun 09:00 - 18:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 09:00 - 18:00; closed Christmas Day.","103-650 Terminal Avenue","","","","Nanaimo","BC","V9R 5E2","49.163972","-123.934996","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655357&SiteResourceAgencyNum=17655358"
"LN-9300","Walk In Medical Clinics","17655619","North Okanagan Medical Clinic","17655620","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required.","17655622","17655621","2505458338",,,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Sat 09:00 - 17:00; Sun 09:00 - 17:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 09:00 - 17:00.","5001 Anderson Way","","","","Vernon","BC","V1T 9V1","50.287290","-119.270357","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655620&SiteResourceAgencyNum=17655621"
"LN-9300","Walk In Medical Clinics","17655669","Mount Ida Medical Centre","17655670","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required.","17655672","17655671","2508331990",,,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","200 Trans-Canada Hwy SW","","","","Salmon Arm","BC","V1E 1V4","50.699561","-119.287604","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655670&SiteResourceAgencyNum=17655671"
"LN-9300","Walk In Medical Clinics","17655837","Nechako Medical Clinic","17655838","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Walk-in service available, or call to book a same or next-day telephone or in-person appointment.","17655840","17655839","2506456900","https://www.facebook.com/people/Nechako-Medical-Clinic/100046139242355/",,"Y",,"Mon 13:00 - 21:00; Tue 13:00 - 21:00; Wed 13:00 - 21:00; Thu 13:00 - 21:00; Fri 13:00 - 21:00; Sat 09:00 - 19:00; Sun 10:00 - 19:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 10:00 - 19:00; closed Christmas Day.","143-1600 15th Avenue","","","","Prince George","BC","V2L 3X3","53.910359","-122.760900","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655838&SiteResourceAgencyNum=17655839"
"LN-9300","Walk In Medical Clinics","17655908","Mission Medical Centre","17655909","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required. It is recommended that you call before going to the clinic to confirm hours and availability.","17655911","17655910","2508688222",,,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Sat 09:00 - 16:00; Sun 10:00 - 14:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 10:00 - 14:00; closed Christmas Day.","2775 Tutt Street","","","","Kelowna","BC","V1Y 0G1","49.865560","-119.489660","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655909&SiteResourceAgencyNum=17655910"
"LN-9300","Walk In Medical Clinics","17655946","Orchard Medical Centre","17655947","Walk-in Clinic","Provides access to non-urgent medical care by in-person visit or virtual appointment for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted.","17655949","17655948","2508613235","https://divisionsbc.ca/central-okanagan/family-physicians/family-practice/orchard-medical-centre",,"Y",,"Mon 08:00 - 15:00; Tue 08:00 - 15:00; Wed 08:00 - 15:00; Thu 08:00 - 15:00; Fri 08:00 - 13:00; Sat 09:00 - 13:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 09:00 - 13:00.","104-1990 Cooper Road","","","","Kelowna","BC","V1Y 8K5","49.877565","-119.443356","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655947&SiteResourceAgencyNum=17655948"
"LN-9300","Walk In Medical Clinics","17655966","Oak Bay Medical Clinic","17655967","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","17655969","17655968","2505986744","https://www.oakbaymedicalclinic.com/",,"Y",,"Mon 08:00 - 17:00; Tue 08:00 - 17:00; Wed 08:00 - 17:00; Thu 08:00 - 17:00; Fri 08:00 - 17:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","101-1640 Oak Bay Avenue","","","","Victoria","BC","V8R 1B2","48.426478","-123.334374","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655967&SiteResourceAgencyNum=17655968"
"LN-9300","Walk In Medical Clinics","17656007","West Kelowna Medical Clinic","17656008","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone or video unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","17656010","17656009","2507686985","https://www.westkelownamedical.com/walk-in-clinic",,"Y",,"Mon 09:00 - 16:00; Tue 09:00 - 16:00; Wed 09:00 - 16:00; Thu 09:00 - 16:00; Fri 09:00 - 16:00; Sat 09:00 - 12:00; Note that hours are subject to physician availability and patient volume.","105-2231 Louie Drive","","","","West Kelowna","BC","V4T 3K3","49.841992","-119.610073","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656008&SiteResourceAgencyNum=17656009"
"LN-9300","Walk In Medical Clinics","17656015","Sicamous Medical Clinic","17656016","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required. It is recommended that you call before going to the clinic to confirm hours and availability.","17656018","17656017","2508362817",,,"Y",,"Mon 09:00 - 15:30; Tue 09:00 - 15:30; Wed 09:00 - 15:30; Thu 09:00 - 15:30; Fri 09:00 - 15:30; Note that hours are subject to physician availability and patient volume. Closed statutory holidays, and for lunch: 13:00 - 14:00.","217 Finlayson Street","","","","Sicamous","BC","V0E 2V0","50.836895","-118.989310","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656016&SiteResourceAgencyNum=17656017"
"LN-9300","Walk In Medical Clinics","17656044","Apple Plaza Walk-in Clinic","17656045","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","17656047","17656046","2504935228",,,"Y",,"Mon 09:00 - 15:00; Tue 09:00 - 15:00; Wed 09:00 - 15:00; Thu 09:00 - 15:00; Fri 09:00 - 15:00; Sat 10:00 - 16:00; Sun 10:00 - 16:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours may be available; call to confirm. Closed Christmas Day.","162-1848 Main Street","","","","Penticton","BC","V2A 5H3","49.478033","-119.583924","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656045&SiteResourceAgencyNum=17656046"
"LN-9300","Walk In Medical Clinics","17656054","Lakeshore Medical Centre","17656055","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Call to schedule an in-person or phone appointment.","17656057","17656056","2507648878","https://divisionsbc.ca/central-okanagan/family-physicians/family-practice/family-practice-clinics/lakeshore-medical-clinic",,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Sat 10:00 - 16:00; Sun 10:00 - 16:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 10:00 - 16:00.","2280 Baron Road","","","","Kelowna","BC","V1X 7W3","49.881024","-119.431768","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656055&SiteResourceAgencyNum=17656056"
"LN-9300","Walk In Medical Clinics","17656062","Salmon Arm Medical Clinic","17656063","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Call to schedule an in-person or phone appointment.","17656065","17656064","2508326092",,,"Y",,"Mon 09:00 - 16:30; Tue 09:00 - 16:30; Wed 09:00 - 16:30; Thu 09:00 - 16:30; Fri 09:00 - 16:30; Sat 09:00 - 14:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours may be available; call to confirm.","581 Hudson Avenue NE","","","","Salmon Arm","BC","V1E 4N8","50.703316","-119.278208","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656063&SiteResourceAgencyNum=17656064"
"LN-9300","Walk In Medical Clinics","17656066","Granville Medical Clinic","17656067","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. Walk-in service available, or call to book a phone appointment.","17656069","17656068","6047334700",,,"Y",,"Mon 06:00 - 12:00; Tue 06:00 - 12:00; Wed 06:00 - 12:00; Thu 06:00 - 12:00; Fri 06:00 - 12:00; Sat 06:00 - 13:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Statutory holiday hours may be available; call to confirm.","2578 Granville Street","","","","Vancouver","BC","V6H 3G8","49.262912","-123.138565","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656067&SiteResourceAgencyNum=17656068"
